employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,terminated,year_at_comp,year_current_role,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,hourly_rate,monthly_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
739,M,1977,46,Divorced,2,Manufacturing Director,Research & Development,No,6,,Part Time,Yes,travel_rarely,,2,1,3,"3,0",1,4,Technical Degree,4,53914.11,4492.84,556.2566609977324,,"11681,39$",11,4,3,4,3,"2,0",2,
740,M,1981,42,Married,2,Human Resources,Human Resources,No,4,,Full Time,Yes,non-travel,No,2,1,3,"3,0",0,3,,5,62720.0,5226.67,647.1111111111111,80.88888888888889,"13589,33$",16,4,4,1,1,"4,0",7,
741,M,1998,25,Single,10,Sales Executive,Sales,No,4,,Part Time,No,,No,2,0,4,"3,0",1,1,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",14,3,3,4,2,"3,0",0,"5,0"
742,M,1996,27,Divorced,4,Research Scientist,Research & Development,No,5,,Part Time,Yes,,,1,3,2,"3,0",0,3,,2,25170.0,2120.556666666667,259.6904761904762,,"5453,50$",11,1,3,3,2,,1,
743,M,1967,56,Single,8,Manager,,No,7,,Full Time,No,travel_rarely,No,5,0,4,"3,0",7,7,Life Sciences,4,191324.62,15943.72,1973.9841269841268,,"41453,67$",14,4,3,2,1,"3,0",6,"36,0"
744,F,1982,41,,1,Sales Executive,Sales,No,9,,Part Time,Yes,travel_frequently,,2,1,2,"3,0",1,7,Marketing,3,53914.11,4492.84,556.2566609977324,,"11681,39$",17,3,3,1,4,"3,0",0,
745,M,1995,28,Married,26,Sales Executive,Sales,No,5,,Part Time,Yes,,,2,1,0,"3,0",0,4,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",11,3,2,1,3,"3,0",1,"5,0"
746,F,1971,52,Married,28,Manufacturing Director,Research & Development,No,5,,Full Time,Yes,travel_frequently,,4,1,3,"3,0",0,2,,2,153407.07,12783.92,1582.7713464696226,,"33238,20$",11,4,4,3,2,"2,0",2,
747,M,1997,26,Single,2,Research Scientist,Research & Development,No,4,,Full Time,Yes,travel_rarely,No,1,0,2,"3,0",1,1,Medical,1,39040.0,3279.443333333333,402.7936507936508,,"8458,67$",12,1,2,4,4,"3,0",0,"5,0"
748,M,1974,49,,28,Laboratory Technician,Research & Development,Yes,4,"3,0",Part Time,Yes,travel_frequently,No,2,0,2,"4,0",1,3,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",20,1,2,1,1,,3,"20,0"
749,M,1989,34,,1,Research Scientist,Research & Development,No,4,,Part Time,Yes,travel_frequently,,1,2,2,"3,0",1,3,Other,4,28111.13,2342.59,290.03550973654063,,"6090,75$",14,4,3,1,3,"3,0",5,"10,0"
750,M,1991,32,,7,Sales Executive,Sales,No,4,,Full Time,Yes,,,2,1,3,"3,0",0,3,Marketing,5,92040.0,7670.0,949.6190476190476,118.70238095238096,"19942,00$",12,4,3,4,3,,4,"7,0"
751,M,1990,33,,7,Sales Executive,Sales,No,4,,Part Time,No,,No,2,2,2,"3,0",0,3,Medical,3,43730.0,3644.17,451.1825396825397,56.39781746031746,"9474,83$",14,4,3,1,1,"3,0",0,"5,0"
752,F,1994,29,Single,13,Sales Executive,Sales,Yes,5,,,No,,No,2,0,4,,0,0,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,1,3,2,1,"1,0",5,"7,0"
753,M,1993,30,,-16,Human Resources,['Human Resources'],No,5,,Part Time,No,,,1,1,3,"4,0",1,3,Life Sciences,3,20640.0,1720.0,212.9523809523809,,"4472,00$",21,3,3,3,1,"4,0",0,"6,0"
754,M,2000,23,Single,-11,Laboratory Technician,Research & Development,No,4,,Part Time,No,,No,2,0,2,"3,0",1,2,Life Sciences,1,53914.11,4492.84,556.2566609977324,,"11681,39$",14,11,3,3,2,"3,0",0,"5,0"
755,M,1990,33,,25,Manufacturing Director,Research & Development,No,5,,Part Time,Yes,,No,2,0,2,"3,0",0,2,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",13,4,2,2,4,"3,0",1,"5,0"
756,F,1988,35,Married,28,Sales Representative,Sales,No,5,,Part Time,Yes,,,1,2,5,"4,0",4,2,,4,24300.0,2025.0,250.7142857142857,31.339285714285715,"5265,00$",23,2,2,3,1,"3,0",0,"6,0"
757,M,1985,38,,10,Human Resources,['Human Resources'],No,6,,Part Time,Yes,travel_frequently,No,2,0,2,"3,0",1,2,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",11,3,3,3,3,"3,0",3,"10,0"
758,F,1995,28,Divorced,27,Manufacturing Director,Research & Development,No,5,,Part Time,Yes,,,2,1,5,"4,0",0,0,,3,48770.0,4064.17,503.1825396825397,,"10566,83$",21,2,1,1,2,"2,0",0,"6,0"
759,M,1986,37,,19,Manufacturing Director,Research & Development,No,4,"3,0",Part Time,No,,No,2,3,2,"3,0",0,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",17,3,3,3,1,"2,0",3,
760,F,1999,24,,2,Research Scientist,Research & Development,No,6,,Full Time,No,,,1,0,2,"3,0",1,3,Technical Degree,1,37600.0,3133.33,387.936507936508,,"8146,67$",13,1,3,4,3,"3,0",1,"6,0"
761,M,1987,36,,7,Laboratory Technician,Research & Development,No,4,,,Yes,,,1,0,4,"3,0",1,3,,3,20253.333333333332,1677.5,207.6904761904762,,"4361,50$",11,1,3,2,3,"3,0",2,
762,F,1985,38,,2,Laboratory Technician,Research & Development,No,4,,Part Time,No,travel_frequently,,1,0,3,"4,0",3,3,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",22,4,2,2,2,"3,0",1,"4,0"
763,M,1970,53,Married,24,Healthcare Representative,Research & Development,No,4,,,No,travel_rarely,No,3,0,2,"3,0",1,2,Medical,4,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",15,2,4,4,3,"3,0",3,"11,0"
764,M,1986,37,,1,Sales Executive,Sales,No,6,,Part Time,Yes,travel_frequently,,2,2,2,"3,0",1,3,,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,3,1,4,3,"2,0",1,"6,0"
765,M,1999,24,Married,-12,Research Scientist,Research & Development,No,5,,Part Time,Yes,,No,1,1,1,"3,0",0,4,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",16,3,4,3,4,"3,0",1,"5,0"
766,F,1994,29,,9,Laboratory Technician,Research & Development,No,5,,Full Time,No,travel_rarely,No,1,1,2,"3,0",1,2,Medical,4,29740.0,2500.556666666667,306.8412698412698,38.35515873015873,"6443,67$",17,4,3,3,3,"3,0",9,
767,M,1991,32,Married,19,Sales Executive,Sales,No,4,,Part Time,No,travel_rarely,No,3,1,2,"3,0",0,2,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,4,1,3,3,"1,0",3,
768,M,1981,42,Divorced,12,Laboratory Technician,Research & Development,No,5,,Part Time,Yes,travel_rarely,No,1,3,6,"4,0",0,4,Medical,3,27660.0,2305.0,285.3809523809524,35.67261904761905,"5993,00$",22,2,3,2,2,"2,0",8,"7,0"
769,M,1982,41,Divorced,9,Laboratory Technician,Research & Development,No,5,,Part Time,Yes,,No,1,2,2,"4,0",0,4,Life Sciences,4,28111.13,2342.59,290.03550973654063,,"6090,75$",20,3,3,1,2,"3,0",1,"5,0"
770,M,1979,44,,1,Research Scientist,Research & Development,Yes,5,,Part Time,Yes,,Yes,1,3,2,"3,0",2,3,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",12,3,3,2,3,"2,0",1,
771,M,1995,28,Married,1,Research Scientist,Research & Development,No,5,,Part Time,Yes,travel_rarely,No,1,1,6,"3,0",0,3,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",11,3,3,4,3,"4,0",1,"5,0"
772,M,1984,39,Single,10,Research Director,Research & Development,No,4,,Part Time,Yes,,,3,0,3,"4,0",2,2,Medical,1,100071.84,8339.32,1032.4872861766066,,"21682,23$",21,3,3,3,3,"3,0",7,
773,F,1983,40,Married,2,Laboratory Technician,Research & Development,No,4,,Full Time,Yes,,,1,1,5,"3,0",0,2,Life Sciences,2,33770.0,2848.8866666666668,348.42063492063494,,"7316,83$",17,3,3,1,4,"2,0",4,"7,0"
774,M,1986,37,Single,10,Manufacturing Director,Research & Development,Yes,10,,Part Time,Yes,travel_rarely,,2,0,4,"3,0",0,8,,4,42130.0,3508.3333333333335,434.67460317460313,,"9128,17$",15,4,3,1,2,,1,"10,0"
775,F,1983,40,,1,Healthcare Representative,Research & Development,No,5,,Full Time,Yes,,,2,1,3,"3,0",0,3,,3,65130.0,5427.5,671.9761904761905,83.99702380952381,"14111,50$",17,3,3,4,4,"3,0",4,"12,0"
776,M,1997,26,,10,Sales Executive,Sales,No,5,,,No,travel_rarely,No,2,0,4,"3,0",1,2,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",13,3,3,4,1,"3,0",1,
777,M,1981,42,Married,10,Research Scientist,Research & Development,No,6,,Part Time,No,,No,1,2,1,"4,0",3,3,Technical Degree,4,28111.13,2342.59,290.03550973654063,,"6090,75$",22,3,3,3,2,"2,0",3,"10,0"
778,M,1989,34,Married,4,Sales Executive,Sales,No,5,,Part Time,Yes,travel_rarely,Yes,3,3,3,"3,0",1,0,,3,100071.84,8339.32,1032.4872861766066,129.06091077207583,"21682,23$",13,3,3,4,4,"3,0",2,"9,0"
779,M,1986,37,,7,Research Scientist,Research & Development,No,5,,Part Time,Yes,travel_rarely,,2,1,2,"4,0",0,4,Medical,4,42840.0,3552.7766666666666,442.0,55.25,"9282,00$",22,4,3,1,3,"3,0",5,"16,0"
780,M,1996,27,,2,Research Scientist,Research & Development,No,5,,Part Time,No,,No,1,1,3,,1,2,Technical Degree,4,22260.0,1855.0,229.66666666666663,28.70833333333333,"4823,00$",11,2,3,2,3,"2,0",1,"6,0"
781,M,1988,35,,18,Sales Executive,Sales,No,5,,Full Time,Yes,travel_rarely,,2,1,2,"3,0",0,4,,4,55610.0,4634.17,573.7539682539682,,"12048,83$",16,2,3,1,4,"1,0",0,
782,M,1995,28,Single,16,Research Scientist,Research & Development,No,5,,,Yes,non-travel,No,1,0,3,"3,0",1,4,Medical,3,21420.0,1786.67,221.2063492063492,,"4645,33$",14,3,3,3,3,"2,0",1,"5,0"
783,M,1994,29,Married,1,Healthcare Representative,Research & Development,No,5,,Part Time,No,,No,2,1,5,"3,0",0,2,Life Sciences,3,53730.0,4477.5,554.3571428571429,69.29464285714286,"11641,50$",12,1,3,1,1,"2,0",0,"6,0"
784,F,1969,54,Married,9,Research Scientist,Research & Development,No,4,,Part Time,No,,No,2,2,6,"3,0",2,3,,2,28970.0,2414.17,298.8968253968254,,"6276,83$",11,1,3,3,3,"2,0",3,"9,0"
785,M,1999,24,Single,-41,Healthcare Representative,Research & Development,No,4,,,Yes,travel_rarely,No,2,0,2,"3,0",1,2,Life Sciences,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",12,41,2,3,2,"2,0",1,"4,0"
786,M,1985,38,Married,6,Manufacturing Director,Research & Development,No,8,,,No,travel_frequently,No,2,1,1,"3,0",7,7,,4,53333.333333333336,4434.17,548.9920634920635,,"11528,83$",11,1,2,3,4,"3,0",2,"10,0"
787,M,1981,42,,18,Research Scientist,Research & Development,No,4,,Full Time,Yes,,,2,1,3,"3,0",1,2,,4,54100.0,4494.116666666667,558.1746031746031,69.77182539682539,"11721,67$",17,4,3,1,3,"2,0",6,"9,0"
788,M,1982,41,,1,Research Scientist,Research & Development,No,5,,Part Time,Yes,,No,1,1,3,,1,0,Life Sciences,3,27820.0,2329.4733333333334,287.031746031746,,"6027,67$",22,4,3,4,1,"3,0",3,
789,F,1998,25,,8,Sales Executive,Sales,No,5,,Part Time,Yes,travel_rarely,Yes,2,1,3,"4,0",0,4,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",22,1,3,3,2,"2,0",0,"6,0"
790,M,1979,44,Single,1,Research Scientist,Research & Development,No,4,,Part Time,Yes,,Yes,1,0,2,"3,0",1,2,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,2,3,4,3,"3,0",6,"6,0"
791,M,1973,50,,1,Sales Executive,Sales,Yes,6,,Part Time,Yes,,No,2,2,3,"3,0",0,1,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",12,2,3,3,4,,7,"12,0"
792,F,1987,36,Married,11,Sales Executive,Sales,No,6,,Part Time,No,,No,2,1,2,"3,0",0,0,Marketing,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",13,2,2,4,1,"2,0",4,"8,0"
793,F,1978,45,,20,Sales Executive,Sales,No,5,,Part Time,Yes,,No,2,0,3,"3,0",0,1,,3,48500.0,4073.8866666666668,500.3968253968254,,"10508,33$",15,4,3,3,3,"3,0",8,
794,F,1983,40,Married,2,Research Scientist,Research & Development,No,5,,,Yes,,,1,3,2,"3,0",0,2,,4,20316.666666666668,1667.5,206.4523809523809,,"4335,50$",14,3,3,3,2,"3,0",2,"20,0"
795,F,1988,35,Married,1,Research Scientist,Research & Development,No,4,,Part Time,Yes,travel_rarely,No,1,1,5,"3,0",1,1,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",12,3,1,4,4,"3,0",1,"4,0"
796,M,1994,29,,13,Laboratory Technician,Research & Development,No,4,,Part Time,No,travel_rarely,,2,1,2,"3,0",0,3,Other,2,53914.11,4492.84,556.2566609977324,,"11681,39$",13,4,2,2,1,"3,0",4,"10,0"
797,M,1989,34,,8,Laboratory Technician,Research & Development,No,4,,,Yes,,No,2,0,3,"3,0",1,2,,3,44083.333333333336,3670.0,454.3809523809524,,"9542,00$",12,2,4,3,1,"4,0",2,
798,M,1996,27,Married,2,Laboratory Technician,Research & Development,No,2,,Part Time,No,travel_rarely,No,1,1,3,"3,0",2,2,,1,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",12,1,3,2,4,"3,0",9,"6,0"
799,M,1992,31,Divorced,26,Research Scientist,Research & Development,No,5,,Part Time,Yes,,,1,1,1,"3,0",4,3,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",17,1,3,3,4,"2,0",1,"5,0"
800,M,1989,34,Divorced,-38,Laboratory Technician,Research & Development,No,2,,,Yes,travel_rarely,,1,1,2,"3,0",1,2,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",11,2,3,4,3,"3,0",0,"3,0"
801,M,1995,28,Single,24,Laboratory Technician,Research & Development,Yes,4,,Part Time,Yes,travel_rarely,Yes,1,0,4,"3,0",0,3,Life Sciences,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",14,3,2,3,2,"3,0",5,"6,0"
802,M,1991,32,Divorced,5,Research Scientist,Research & Development,No,6,,Part Time,Yes,travel_rarely,Yes,1,2,5,"3,0",0,5,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",12,1,4,2,4,"2,0",0,"7,0"
803,M,1985,38,Single,2,Research Scientist,Research & Development,No,3,,Full Time,Yes,,Yes,1,0,3,"3,0",1,2,Life Sciences,3,39440.0,3286.67,406.9206349206349,50.86507936507937,"8545,33$",11,4,3,4,3,"3,0",5,"6,0"
804,F,1999,24,,11,Manufacturing Director,Research & Development,No,4,,Part Time,Yes,,No,2,1,5,"3,0",1,3,,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",18,1,4,3,4,"2,0",0,"5,0"
805,M,1989,34,Single,6,Research Scientist,Research & Development,Yes,4,,Full Time,Yes,,No,1,0,2,"3,0",1,3,,1,29600.0,2500.556666666667,305.3968253968254,38.17460317460318,"6413,33$",11,2,3,1,3,"3,0",2,
806,F,1991,32,,16,Research Scientist,Research & Development,Yes,10,,Part Time,No,travel_frequently,,1,0,5,,6,7,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",22,2,1,1,2,"3,0",1,
807,F,1977,46,Single,2,Manager,,No,2,,Full Time,No,travel_rarely,,5,0,2,"3,0",2,1,Marketing,4,189470.0,15789.17,1954.8492063492065,244.3561507936508,"41051,83$",12,2,3,1,4,"2,0",3,"22,0"
808,M,1979,44,Married,10,Healthcare Representative,Research & Development,No,4,,Full Time,No,,,2,0,5,"3,0",1,3,Other,4,64650.0,5386.11,667.0238095238095,83.37797619047619,"14007,50$",13,4,3,4,4,"4,0",2,
809,M,1973,50,Married,3,Sales Representative,Sales,Yes,3,,Part Time,Yes,travel_rarely,,1,0,2,"3,0",0,2,,2,26830.0,2235.556666666667,276.8174603174603,,"5813,17$",14,1,2,3,3,"3,0",1,"3,0"
810,F,1988,35,Married,2,Sales Representative,Sales,No,2,,Part Time,Yes,,No,1,0,3,"3,0",2,2,Marketing,3,20140.0,1678.33,207.7936507936508,25.97420634920635,"4363,67$",13,4,3,4,1,"3,0",1,"2,0"
811,M,1995,28,Single,5,Laboratory Technician,Research & Development,Yes,2,,,Yes,,Yes,1,0,3,,2,2,,4,34410.0,2894.443333333333,355.0238095238095,,"7455,50$",13,3,3,3,3,"2,0",1,"2,0"
812,F,1997,26,Married,-22,Sales Executive,Sales,No,2,,Part Time,No,,Yes,2,1,2,"3,0",0,0,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",19,22,2,4,3,"2,0",7,"5,0"
813,F,1988,35,,-31,Laboratory Technician,Research & Development,No,2,,Part Time,No,travel_rarely,Yes,1,1,3,,2,2,,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",15,3,3,1,3,"3,0",3,"4,0"
814,M,1988,35,Married,-31,Research Scientist,Research & Development,No,3,,,Yes,,No,1,1,2,"3,0",1,2,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",13,2,3,1,4,"2,0",4,"5,0"
815,M,1986,37,,-20,Research Director,Research & Development,No,5,,Full Time,Yes,travel_rarely,,3,0,3,,0,2,Medical,4,136640.0,11386.67,1409.7777777777776,,"29605,33$",13,1,3,3,1,"4,0",4,
816,M,1977,46,Divorced,-38,Human Resources,['Human Resources'],No,4,,Part Time,Yes,travel_rarely,Yes,2,1,2,"4,0",0,2,Medical,2,50210.0,4184.17,518.0396825396825,,"10878,83$",22,38,3,2,4,"3,0",8,
817,M,1989,34,Married,1,Manufacturing Director,Research & Development,No,5,,Part Time,Yes,travel_rarely,No,2,0,2,"3,0",1,3,Medical,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",15,1,3,2,3,"3,0",1,
818,M,1972,51,,9,Laboratory Technician,Research & Development,No,4,,Part Time,Yes,travel_rarely,,1,2,4,"4,0",0,3,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",23,4,3,4,2,"3,0",3,"10,0"
819,F,1999,24,Married,3,Sales Executive,Sales,No,3,,Part Time,Yes,travel_rarely,No,2,1,2,"4,0",0,2,Other,2,53914.11,4492.84,556.2566609977324,,"11681,39$",21,1,3,3,1,"2,0",0,"4,0"
820,M,1979,44,Married,23,Laboratory Technician,Research & Development,No,3,,Part Time,Yes,,,2,1,3,"3,0",1,2,,3,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",12,2,3,2,3,"4,0",4,
821,M,1986,37,Divorced,6,Human Resources,['Human Resources'],Yes,3,,,Yes,travel_rarely,,1,0,3,"4,0",0,2,Human Resources,4,28111.13,2342.59,290.03550973654063,,"6090,75$",22,3,3,1,4,"3,0",4,
822,F,1964,59,,2,Manager,,No,3,,Full Time,No,non-travel,No,5,1,3,"4,0",2,2,Human Resources,4,188440.0,15834.703333333333,1944.2222222222224,243.0277777777778,"40828,67$",21,3,2,4,4,"3,0",9,
823,M,1998,25,Married,7,Research Scientist,Research & Development,No,2,,Part Time,Yes,,No,1,2,2,"3,0",2,1,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",11,4,2,4,3,,1,
824,F,1980,43,Single,-26,Research Scientist,Research & Development,No,3,,,Yes,,,1,0,2,"3,0",1,2,Medical,3,47456.666666666664,3949.17,488.9444444444444,,"10267,83$",12,2,4,3,4,"3,0",4,
825,F,1973,50,Single,12,Sales Executive,Sales,No,2,,Part Time,No,travel_frequently,No,3,0,3,"3,0",2,1,,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",11,3,3,4,4,,4,"16,0"
826,F,1992,31,,20,Sales Executive,Sales,Yes,2,,Part Time,Yes,travel_rarely,Yes,2,1,2,"3,0",2,2,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",11,2,1,3,3,"3,0",3,"4,0"
827,M,1987,36,Divorced,6,Manufacturing Director,Research & Development,No,3,,Part Time,No,,No,2,2,0,"4,0",0,1,Medical,2,53914.11,4492.84,556.2566609977324,,"11681,39$",20,2,3,2,4,"3,0",6,"7,0"
828,M,1972,51,,-16,Manufacturing Director,Research & Development,Yes,4,,Full Time,No,travel_frequently,,3,0,2,"3,0",0,3,,4,106500.0,8860.556666666665,1098.809523809524,,"23075,00$",15,1,1,4,4,"3,0",2,"18,0"
829,M,1998,25,,28,Sales Executive,Sales,No,2,,Part Time,No,,,2,0,3,"3,0",2,2,Life Sciences,3,53914.11,4492.84,556.2566609977324,,"11681,39$",18,1,2,3,4,"3,0",2,
830,F,1985,38,,3,Research Scientist,Research & Development,No,3,,,No,travel_rarely,Yes,2,0,2,"4,0",2,2,Technical Degree,5,43170.0,3597.5,445.4047619047618,,"9353,50$",20,4,3,3,2,,3,"19,0"
831,F,1993,30,Divorced,5,Research Scientist,Research & Development,No,3,,Part Time,Yes,travel_rarely,No,1,1,3,,2,2,Technical Degree,3,28111.13,2342.59,290.03550973654063,,"6090,75$",14,4,3,1,4,"3,0",5,"8,0"
832,M,2001,22,Married,-36,Research Scientist,Research & Development,No,2,,,Yes,,No,1,2,6,"4,0",2,2,Medical,1,28111.13,2342.59,290.03550973654063,,"6090,75$",24,36,3,4,1,"3,0",1,"2,0"
833,M,1996,27,,9,Research Scientist,Research & Development,No,2,,Part Time,Yes,non-travel,,1,1,1,"3,0",2,2,Medical,3,20240.0,1686.67,208.82539682539684,26.103174603174605,"4385,33$",18,4,3,2,4,"1,0",6,
834,M,1995,28,Married,21,Research Scientist,Research & Development,No,5,,Part Time,Yes,,No,1,1,2,"3,0",0,2,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",11,3,3,4,3,"1,0",1,"5,0"
835,M,1996,27,,17,Research Scientist,Research & Development,No,5,,Full Time,Yes,,,1,1,3,"3,0",1,1,,3,30580.0,2540.28,315.5079365079365,,"6625,67$",16,3,3,2,4,"2,0",0,"6,0"
836,F,1967,56,Divorced,8,Research Scientist,Research & Development,No,2,,Part Time,Yes,travel_rarely,,1,1,3,"3,0",2,2,Life Sciences,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,3,3,1,3,,4,
837,F,1985,38,Single,9,Laboratory Technician,Research & Development,No,2,,Part Time,Yes,travel_rarely,,1,0,3,,2,1,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",12,3,3,4,3,,1,
838,F,1992,31,,12,Research Scientist,Research & Development,No,4,,Full Time,Yes,travel_rarely,,1,1,0,"4,0",0,2,Medical,1,39290.0,3274.17,405.3730158730159,,"8512,83$",23,3,3,4,3,"3,0",8,"7,0"
839,F,1989,34,,27,Research Scientist,Research & Development,No,3,,,Yes,travel_rarely,No,1,0,3,"3,0",1,2,Medical,2,28111.13,2342.59,290.03550973654063,,"6090,75$",15,4,3,2,4,"3,0",2,"9,0"
840,M,1973,50,,1,Laboratory Technician,Research & Development,No,3,,Part Time,No,,,1,1,2,"3,0",0,2,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",15,3,2,3,4,"2,0",2,
841,F,1970,53,Divorced,13,Manufacturing Director,Research & Development,No,4,"2,0",,No,,No,2,2,3,"3,0",1,3,,2,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",11,4,4,1,3,"3,0",1,"5,0"
842,F,1988,35,Single,-24,Laboratory Technician,Research & Development,No,6,,Part Time,Yes,travel_frequently,,2,0,5,"3,0",1,2,Medical,3,44250.0,3687.5,456.5476190476191,,"9587,50$",11,2,3,2,4,"3,0",5,
843,M,1996,27,Married,1,Manufacturing Director,Research & Development,No,2,,Part Time,No,travel_frequently,,2,1,1,"3,0",2,0,,1,53914.11,4492.84,556.2566609977324,,"11681,39$",19,3,2,1,3,"3,0",5,
844,M,1983,40,Married,-38,Laboratory Technician,Research & Development,No,7,,Part Time,Yes,,,2,1,2,"3,0",3,7,,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",15,3,3,4,3,"4,0",8,
845,M,2001,22,,-22,Research Scientist,Research & Development,No,4,,Part Time,No,,,1,1,2,"3,0",2,2,Life Sciences,3,23280.0,1940.0,240.1904761904762,,"5044,00$",16,22,4,2,1,"2,0",1,"4,0"
846,M,1983,40,,-10,Healthcare Representative,Research & Development,No,3,,Part Time,Yes,,No,2,1,5,"3,0",0,2,Life Sciences,5,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,4,2,4,4,"1,0",9,"5,0"
847,M,1977,46,,1,Healthcare Representative,Research & Development,No,4,,,Yes,,No,3,1,3,"3,0",0,3,,4,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",16,4,3,1,3,"3,0",7,"17,0"
848,F,1993,30,,3,Research Scientist,Research & Development,Yes,5,,,Yes,,Yes,1,0,5,"3,0",0,4,Technical Degree,3,26560.0,2214.17,274.13492063492066,,"5756,83$",11,4,3,1,3,"3,0",5,"8,0"
849,M,1994,29,Single,1,Research Scientist,Research & Development,Yes,6,,Part Time,No,,,1,0,1,"3,0",1,5,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",14,3,3,3,4,"2,0",0,
850,F,1969,54,Married,3,Sales Executive,Sales,No,6,,Full Time,No,,,2,1,4,"3,0",0,5,,3,59400.0,4870.556666666666,612.8571428571429,76.60714285714286,"12870,00$",14,4,3,1,4,"3,0",2,"16,0"
851,F,1990,33,Married,4,Research Scientist,Research & Development,No,3,,Part Time,Yes,travel_rarely,,1,0,3,"4,0",1,1,,4,26220.0,2185.0,270.5238095238095,33.81547619047619,"5681,00$",21,3,2,2,4,"3,0",6,
852,F,1971,52,Single,2,Laboratory Technician,Research & Development,No,2,,Full Time,Yes,travel_rarely,,1,0,3,"3,0",2,2,,3,32120.0,2676.67,331.3968253968254,41.42460317460318,"6959,33$",15,3,2,4,2,"2,0",7,
853,M,1964,59,Married,6,Human Resources,Human Resources,No,2,,Part Time,No,travel_rarely,,1,0,2,"3,0",2,2,Medical,2,28111.13,2342.59,290.03550973654063,,"6090,75$",17,2,3,3,4,"2,0",8,
854,M,1991,32,Single,1,Laboratory Technician,Research & Development,Yes,3,,,Yes,,,1,0,2,"3,0",1,2,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",14,4,2,3,4,"1,0",0,"4,0"
855,F,1984,39,Divorced,-24,Laboratory Technician,Research & Development,No,3,,Part Time,No,,No,1,3,1,"3,0",1,2,Medical,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",14,24,3,3,3,"3,0",7,"7,0"
856,M,1991,32,,26,Sales Executive,Sales,No,3,,Part Time,Yes,non-travel,No,2,0,2,"3,0",2,2,Marketing,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",18,3,3,4,1,"3,0",0,"4,0"
857,M,1992,31,Divorced,3,Research Director,Research & Development,No,2,,Part Time,Yes,,No,3,1,3,"3,0",2,2,Medical,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",12,2,3,3,1,"3,0",9,
